BTC-USD	101332.4765625,10268270806.289612,47180685494.0,1
BTC-USD	103703.2109375,10754355958.74762,47432049818.0,1
BTC-USD	104735.3046875,10969484047.98346,41915744521.0,1
BTC-USD	102405.0234375,10486788825.234924,45732764360.0,1
BTC-USD	100655.90625,10131611463.00879,27757944848.0,1
BTC-USD	97688.9765625,9543136141.828674,63091816853.0,1
BTC-USD	101405.421875,10283059585.646729,115400897748.0,1
BTC-USD	97871.8203125,9578893211.282288,73002130211.0,1
BTC-USD	96615.4453125,9334544272.932678,49125911241.0,1
BTC-USD	96593.296875,9330265001.181885,45302471947.0,1
BTC-USD	96529.0859375,9317864431.92926,55741290456.0,1
BTC-USD	96482.453125,9308863761.017822,22447526395.0,1
BTC-USD	96500.09375,9312268093.75879,27732901800.0,1
BTC-USD	97437.5546875,9494077063.479553,40078962391.0,1
BTC-USD	95747.4296875,9167570291.762756,37488783272.0,1
BTC-USD	97885.859375,9581641465.582275,49340445530.0,1
BTC-USD	96623.8671875,9336171710.26764,37147280860.0,1
BTC-USD	97508.96875,9507998986.688477,32697987277.0,1
BTC-USD	97580.3515625,9521925011.061096,17047266288.0,1
BTC-USD	96175.03125,9249636635.938477,16536755396.0,1
BTC-USD	95773.3828125,9172540855.34967,27336550690.0,1
BTC-USD	95539.546875,9127805017.080322,37325720482.0,1
BTC-USD	96635.609375,9338440999.277588,28990872862.0,1
BTC-USD	98333.9375,9669563264.253906,31668022771.0,1
BTC-USD	96125.546875,9240120762.017822,49608706470.0,1
BTC-USD	96577.7578125,9327263304.089905,18353824477.0,1
BTC-USD	96273.921875,9268668033.193604,16999478976.0,1
BTC-USD	91418.171875,8357282148.967041,44046480529.0,1
BTC-USD	88736.171875,7874108199.029541,92139104128.0,1
BTC-USD	88958.8125,7913670321.410156,69144199168.0,1
ETH-USD	3077.112548828125,9468621.63815552,20718206194.0,1
ETH-USD	3112.9990234375,9690762.919922829,22727786058.0,1
ETH-USD	3247.780029296875,10548075.11869961,19958405782.0,1
ETH-USD	3298.26513671875,10878552.912094355,30128115902.0,1
ETH-USD	3118.32861328125,9723973.340408564,19917507079.0,1
ETH-USD	2868.69287109375,8229398.788664103,42060930305.0,1
ETH-USD	2884.566650390625,8320724.76054579,92453553253.0,1
ETH-USD	2735.05126953125,7480505.446964502,48795275985.0,1
ETH-USD	2787.779052734375,7771712.046864569,31960764447.0,1
ETH-USD	2688.40087890625,7227499.2857038975,29500645692.0,1
ETH-USD	2622.211181640625,6875991.481121123,29526663418.0,1
ETH-USD	2632.308349609375,6929047.247423232,17059263074.0,1
ETH-USD	2628.72119140625,6910175.102148294,17517088276.0,1
ETH-USD	2661.166748046875,7081808.46091038,19414208113.0,1
ETH-USD	2602.781982421875,6774474.048019946,21156550492.0,1
ETH-USD	2736.902099609375,7490633.102846205,26919387954.0,1
ETH-USD	2675.902587890625,7160454.659879744,19481004625.0,1
ETH-USD	2726.091552734375,7431575.153889716,17732289901.0,1
ETH-USD	2693.559814453125,7255264.474036753,10803019357.0,1
ETH-USD	2663.31591796875,7093251.6789057255,10593602117.0,1
ETH-USD	2743.19970703125,7525144.632656336,24170425078.0,1
ETH-USD	2669.3388671875,7125369.987877846,23004152928.0,1
ETH-USD	2715.77099609375,7375412.103224039,15272401903.0,1
ETH-USD	2740.386474609375,7509718.030221999,15917259320.0,1
ETH-USD	2659.655517578125,7073767.472183764,31441524621.0,1
ETH-USD	2764.029296875,7639857.953983307,16403164397.0,1
ETH-USD	2821.310302734375,7959791.824315131,20493767269.0,1
ETH-USD	2513.8212890625,6319297.473343849,29127380459.0,1
ETH-USD	2493.592529296875,6218003.702165186,40044790246.0,1
ETH-USD	2480.657470703125,6153661.4869552255,27194626048.0,1
LTC-USD	110.22003173828125,12148.455396387726,652725828.0,1
LTC-USD	115.69033813476562,13384.254337736405,738092056.0,1
LTC-USD	129.91165161132812,16877.037224383093,1621653177.0,1
LTC-USD	128.01290893554688,16387.304854140617,1048380061.0,1
LTC-USD	118.91510772705078,14140.802845736092,983459679.0,1
LTC-USD	109.48184204101562,11986.273736693896,1287044634.0,1
LTC-USD	106.95282745361328,11438.907300322375,2397646501.0,1
LTC-USD	101.45013427734375,10292.129744891077,985577467.0,1
LTC-USD	103.3876953125,10689.015542030334,771171988.0,1
LTC-USD	101.6890869140625,10340.670397415757,881265474.0,1
LTC-USD	103.2164077758789,10653.626834156516,811277196.0,1
LTC-USD	104.68509674072266,10958.969479614461,501350634.0,1
LTC-USD	107.45870208740234,11547.372654309089,623178747.0,1
LTC-USD	120.08202362060547,14419.69239681965,1528523943.0,1
LTC-USD	119.69583129882812,14327.092030317523,1985970457.0,1
LTC-USD	122.0439224243164,14894.719000712561,1392547068.0,1
LTC-USD	126.31777954101562,15956.181428172626,1368690456.0,1
LTC-USD	125.12673950195312,15656.700938389637,1541689997.0,1
LTC-USD	133.84043884277344,17913.263069626177,1346292179.0,1
LTC-USD	125.55438232421875,15763.902920816094,1226603117.0,1
LTC-USD	122.30784606933594,14959.209210120374,1088409484.0,1
LTC-USD	129.49008178710938,16767.681281232275,1333528584.0,1
LTC-USD	135.21470642089844,18283.016832489753,1800586289.0,1
LTC-USD	130.60191345214844,17056.85979736247,1363354948.0,1
LTC-USD	128.05027770996094,16396.87362159812,2157310257.0,1
LTC-USD	126.0592269897461,15890.92870925233,882754016.0,1
LTC-USD	129.94187927246094,16884.891988858813,606417516.0,1
LTC-USD	114.46142578125,13101.417991876602,1208689964.0,1
LTC-USD	114.61450958251953,13136.485806841461,1495685860.0,1
LTC-USD	121.8385009765625,14844.620320215821,1217078016.0,1
XRP-USD	3.06112003326416,9.370455858051173,9497347683.0,1
XRP-USD	3.068294048309326,9.414428366890434,6882287654.0,1
XRP-USD	3.1310689449310303,9.803592737911515,4868674752.0,1
XRP-USD	3.0354199409484863,9.213774217907712,4520254155.0,1
XRP-USD	2.8844690322875977,8.32016159822615,4886927800.0,1
XRP-USD	2.5797948837280273,6.655341642109306,15654662798.0,1
XRP-USD	2.7011559009552,7.296243201265099,36745099581.0,1
XRP-USD	2.5354249477386475,6.428379665615523,14154535566.0,1
XRP-USD	2.382314920425415,5.675424380081552,7724989243.0,1
XRP-USD	2.3268799781799316,5.414370432854639,7292152784.0,1
XRP-USD	2.393583059310913,5.72923986182019,9288664505.0,1
XRP-USD	2.4243760108947754,5.877599042202064,3995500228.0,1
XRP-USD	2.396939992904663,5.745321329585806,4806376236.0,1
XRP-USD	2.422696113586426,5.869456458786772,4740495321.0,1
XRP-USD	2.4142160415649414,5.828439095349495,5368991525.0,1
XRP-USD	2.472835063934326,6.114913253423083,5462469809.0,1
XRP-USD	2.5625150203704834,6.566483229624339,5041669574.0,1
XRP-USD	2.7401959896087646,7.508674061467957,8841598608.0,1
XRP-USD	2.76157808303833,7.626313508717658,4633704309.0,1
XRP-USD	2.7278249263763428,7.4410288289601,3431117272.0,1
XRP-USD	2.658273935317993,7.06642031519101,4782836287.0,1
XRP-USD	2.558877944946289,6.547856337132544,5357974219.0,1
XRP-USD	2.7408010959625244,7.511990647629375,5175151198.0,1
XRP-USD	2.6908280849456787,7.240555782732429,4310522382.0,1
XRP-USD	2.5701398849487305,6.6056190282042735,5895816750.0,1
XRP-USD	2.5757060050964355,6.634261424689839,2384435690.0,1
XRP-USD	2.5770199298858643,6.641031719028945,2469949788.0,1
XRP-USD	2.2779290676116943,5.188960837070283,7075894526.0,1
XRP-USD	2.3207170963287354,5.385727841192477,13317860642.0,1
XRP-USD	2.3095738887786865,5.334131547728305,9482887168.0,1
ADA-USD	0.9161149859428406,0.839266667469051,768281216.0,1
ADA-USD	0.9411270022392273,0.8857200343437945,819481985.0,1
ADA-USD	0.9610139727592468,0.9235478558385104,626612172.0,1
ADA-USD	0.9422289729118347,0.887795437394491,700669655.0,1
ADA-USD	0.8979439735412598,0.8063033796190666,576044613.0,1
ADA-USD	0.8017399907112122,0.6427870127056146,1554294076.0,1
ADA-USD	0.8115590214729309,0.6586280453341011,4694160143.0,1
ADA-USD	0.7463430166244507,0.5570278984640851,1601678503.0,1
ADA-USD	0.7332090139389038,0.5375954581212596,840128547.0,1
ADA-USD	0.7050619721412659,0.49711238455973117,844784492.0,1
ADA-USD	0.7070930004119873,0.4999805112316267,940384129.0,1
ADA-USD	0.7018489837646484,0.49259199601146975,553879408.0,1
ADA-USD	0.6827009916305542,0.46608064397334203,679645670.0,1
ADA-USD	0.7106930017471313,0.505084542732348,751114200.0,1
ADA-USD	0.7793989777565002,0.6074627665278776,1813731044.0,1
ADA-USD	0.7992240190505981,0.6387590326273909,1231175669.0,1
ADA-USD	0.8107420206069946,0.6573026239779125,840300501.0,1
ADA-USD	0.8005070090293884,0.6408114715051774,787635175.0,1
ADA-USD	0.7811099886894226,0.6101328144303899,493874835.0,1
ADA-USD	0.772005021572113,0.5959917533325587,448477194.0,1
ADA-USD	0.8080250024795532,0.652904404632082,1041802036.0,1
ADA-USD	0.7523630261421204,0.5660501231057289,905917139.0,1
ADA-USD	0.7729430198669434,0.59744091196103,706077594.0,1
ADA-USD	0.8044739961624146,0.6471784105015246,688006862.0,1
ADA-USD	0.7613710165023804,0.579685824769868,951661847.0,1
ADA-USD	0.7744519710540771,0.5997758554695451,530696926.0,1
ADA-USD	0.7700409889221191,0.5929631246201552,495111534.0,1
ADA-USD	0.6822019815444946,0.465399543623235,960897545.0,1
ADA-USD	0.6825820207595825,0.46591821506423514,1317817123.0,1
ADA-USD	0.682176947593689,0.46536538782824266,974411328.0,1
DOT-USD	5.655594825744629,31.98575283298942,194297100.0,1
DOT-USD	5.7635297775268555,33.218275496438764,216166779.0,1
DOT-USD	6.126862049102783,37.538438568735955,198393555.0,1
DOT-USD	6.318368911743164,39.921785704882495,314381911.0,1
DOT-USD	5.921681880950928,35.06631629918252,247497057.0,1
DOT-USD	5.148262023925781,26.50460186699638,513053386.0,1
DOT-USD	5.185870170593262,26.893249426248985,1137490117.0,1
DOT-USD	4.750216007232666,22.56455211536945,445306523.0,1
DOT-USD	4.692637920379639,22.02085065178494,205438832.0,1
DOT-USD	4.492766857147217,20.18495403268048,194634715.0,1
DOT-USD	4.590202808380127,21.069961822060804,312014325.0,1
DOT-USD	4.7452287673950195,22.517196054913256,163493250.0,1
DOT-USD	4.77225923538208,22.774458209689556,210431570.0,1
DOT-USD	4.841084003448486,23.436094328444824,204227048.0,1
DOT-USD	4.808444023132324,23.12113392359697,266391361.0,1
DOT-USD	5.228726863861084,27.339584616862567,410877108.0,1
DOT-USD	5.1322340965271,26.339826821555334,213266580.0,1
DOT-USD	5.187249183654785,26.907554093327235,215723868.0,1
DOT-USD	5.023991107940674,25.24048665266696,146405481.0,1
DOT-USD	4.880805969238281,23.822266909352038,129697267.0,1
DOT-USD	4.888372898101807,23.896189590896256,190334706.0,1
DOT-USD	4.758245944976807,22.640904472888224,232676332.0,1
DOT-USD	4.882347106933594,23.837313272582833,163800095.0,1
DOT-USD	5.047636032104492,25.478629512599582,205098723.0,1
DOT-USD	5.05633020401001,25.566475131983907,324488845.0,1
DOT-USD	5.044673919677734,25.448734955876716,205003103.0,1
DOT-USD	4.959229946136475,24.59396165865678,138020156.0,1
DOT-USD	4.413650989532471,19.480315057400958,268518335.0,1
DOT-USD	4.633916854858398,21.47318541774075,443038772.0,1
DOT-USD	4.791276931762695,22.956334636841348,344378176.0,1
BNB-USD	661.424560546875,437482.4492946267,1659082131.0,1
BNB-USD	667.6857299804688,445804.2340195514,1716776649.0,1
BNB-USD	677.5535888671875,459078.86578680575,1506319921.0,1
BNB-USD	677.3753662109375,458837.3867494017,1589542506.0,1
BNB-USD	653.4329223632812,426974.58402821794,1544346912.0,1
BNB-USD	617.6006469726562,381430.5591410436,2282982721.0,1
BNB-USD	617.1207885742188,380838.0676904656,3960962742.0,1
BNB-USD	573.3278198242188,328704.78898439184,2336864401.0,1
BNB-USD	569.7468872070312,324611.5154821016,1494467850.0,1
BNB-USD	572.2740478515625,327497.58584441245,1722558011.0,1
BNB-USD	578.0668334960938,334161.2639882006,1583843573.0,1
BNB-USD	613.32421875,376166.59730529785,2087349099.0,1
BNB-USD	616.64208984375,380247.46696686745,2630256614.0,1
BNB-USD	618.3145141601562,382312.83842111006,1860480297.0,1
BNB-USD	642.5872802734375,412918.4127692133,2162944541.0,1
BNB-USD	698.037353515625,487256.14690309763,3007130370.0,1
